id,location,city,state,postal_code,savannah,nj,houston,miami,chicago,email,type_id,losangeles
63,DAVENPORT,ELDRIDGE,IA,52748,0,650,0,0,0,amanda.raschke@copart.com,1,0
143,Long Island (NY),BROOKHAVEN,NY,11719,0,275,0,0,0,austyn.parker@copart.com,1,0
215,Long Island (NY),BROOKHAVEN,NY,11719,0,275,0,0,0,austyn.parker@copart.com,1,0
886,Windham,Windham,ME,04062,0,385,0,0,0,austyn.parker@copart.com,3,0
887,COPART HEIGHTS SUBLOT,Chicago Heights,IL,60411,0,600,0,0,0,Miguel Ayala,1,0
888,Rice Court Yard,Medford,New York,11763,0,300,0,0,0,Mgr-LongIsland@iaai.com,2,0
889,Staten Island SUBLOT,Staten Island,NY,10314,0,285,0,0,0,Mgr-LongIsland@iaai.com,2,0
837,San Antonio 78211,San Antonio,TX,78211,750,0,320,550,0,"",4,0
838,San Antonio-South 78224,San Antonio,TX,78224,750,0,320,550,0,"",4,0
883,Dallasft Worth TX,Dallasft Worth,TX,75050,550,0,280,550,0,"",1,0
423,St. Louis (IL),CASEYVILLE,Illinois,62232,0,575,0,0,300,"",2,0
890,Orlando South,Orlando,Florida,11111,310,0,0,0,0,ssvcars@gmail.com,5,0
891,Mercedes-Benz of South Orlando,ORLANDO,FL,32839,310,0,0,0,0,INFO@mercedesbenzsouthorlando.com/,5,0
893,"TAUNTON OFFSITE, MA 01569",518 HAZEL ST UXBRIDGE,MA,01569,0,455,0,0,0,mgr-taunton@iaai.com,2,0
901,"Las Vegas West, 6600 AUCTION LANE",Las Vegas,Nevada,89165,1325,1345,0,1225,0,michelle.mcclellan@copart.com,1,350
896,REC RIDES Online Exclusive TX,San Antonio,San Antonio-South (TX ) branch 11275 S ZARZAMORA ST,78224,750,320,0,550,0,Mgr-SanAntonioSouth@iaai.com,4,0
894,Peconic AVE 21 LONG ISLAND,MEDFORD,NY,11763,0,270,0,0,0,Mgr-LongIsland@iaai.com,2,0
897,COPART NEWBURGH,NEWBURGH,18 ROUTE 17K NEWBURGH NY 12550,12550,0,310,0,0,0,mike.cassata@copart.com,1,0
898,NEWBURGH SUBLOT / 18 ROUTE 17K NEWBURGH NY 12550,NEWBURGH,NY,12550,0,310,0,0,0,mike.cassata@copart.com,1,0
899,1908 bowsprit drive Fort Collins Colorado 80524,Fort Collins,Colorado,80524,950,0,0,0,0,kristinaklp@gmail.com,5,0
45,DENVER,BRIGHTON,CO,80603,0,775,0,0,0,"",1,0
900,Copart Fort Worth,West Haslet,Texas,76052,700,0,0,0,0,jeremy.hensley@copart.com,1,0
326,Fayetteville 72744,Lincoln,AR,72744,800,0,0,650,0,"",2,0
902,"Seattle, WA 98119",Seattle,WA,98119,2000,1600,0,1550,0,kristinaklp@gmail.com,1,0
929,Manheim Ohio,Columbus,Ohio,43207,0,450,0,0,0,43207,5,0
903,Minneapolis/St. Paul (MN),Saint Paul,MN,55117,750,675,0,0,0,Mgr-Minn-StPaul@iaai.com,2,0
366,Minneapolisst Paul MN,Maplewood,MN,55117,750,675,0,0,350,"",2,0
904,YD335 - Thonotosassa,THONOTOSASSA,12511 U.S. 301 THONOTOSASSA FL 33592,33592,395,775,0,295,0,james.holtmann@copart.com,1,0
905,Port Murray,Port Murray,NJ,07865,450,225,0,700,0,mgr-Port_Murray@iaai.com,1,0
906,Manheim Daytona Beach,Daytona Beach,FL,32124,250,0,0,300,0,dealerservices.dade@coxautoinc.com,5,0
907,Manheim California,Anaheim,CA,92807,1250,0,0,1050,0,chad.ruffin@coxautoinc.com,5,0
908,Manheim El Paso,El Paso,TX,79932,650,0,0,550,0,jd.guerrero@coxautoinc.com,5,0
910,Manheim Nashville,Mount Juliet,TN,37122,400,0,0,550,0,Steve.Robinson@coxautoinc.com,5,0
909,Manheim Denver,Aurora,CO,80011,800,450,0,800,0,ray.priest@coxautoinc.com,5,0
911,511 - Montgomery,Montgomery,"325 IL-31 S MONTGOMERY, IL, 60538",60538,0,575,0,0,0,Mgr-Chicago-West@iaai.com,2,0
912,"3424 11th Ave W, Seattle, WA 98119",Sattle,WA,98119,0,1600,0,0,0,kristinaklp@gmail.com,5,0
913,Manheim Orlando,Ocoee,FL,34761,325,0,0,250,0,jennifer.woodson@coxautoinc.com,5,0
918,"San Antonio, TX",San Antonio,TX,11111,600,0,0,515,0,kristinaklp@gmail.com,5,0
916,Manheim San Francisco,Hayward,CA,94544,1300,0,0,1200,0,greg.beck@coxautoinc.com,5,0
917,Manheim Harrisonburg,Harrisonburg,VA,22802,400,0,0,0,0,kristinaklp@gmail.com,5,0
919,Manheim Baltimore,Elkridge,MD,21075,0,350,0,0,0,chad.spearman@coxautoinc.com,5,0
920,Manheim Palm Beach,West Palm Beach,FL,33411,325,0,0,275,0,robert.zakaib@coxautoinc.com,5,0
921,Dallas/Ft Worth (TX),Grand Prairie,"TX4226 E. Main St. Grand Prairie, TX 75050",75050,850,0,0,675,0,Mgr-IgniteDFW@iaai.com,2,0
923,Manheim Darlington,DARLINGTON,SC,12345,295,550,0,500,0,kristinaklp@gmail.com,5,0
924,Manheim Tampa,Tampa,Florida,12335,325,0,0,260,0,kristinaklp@gmail.com,5,0
925,Manheim Jacksonville,Jacksonville,FL,32219,110,0,0,325,0,"",5,0
928,Manheim Ohio,ohio,ohio,12345,0,450,0,0,0,kristinaklp@gmail.com,5,0
930,CAT Orlando Boggy Creek Rd,Orlando,"9801 BOGGY CREEK RD ORLANDO, FL, 32824",32824,350,0,0,250,0,Mgr-Orlando@iaai.com,2,0
915,Manheim Riverside,Riverside,CA,92504,1200,0,0,940,0,chris.brown3@coxautoinc.com,5,0
931,Manheim St. Pete,ST. PETE,us,12345,320,0,0,0,0,kristinaklp@gmail.com,5,0
922,Manheim North Carolina,Kenly,NC,27542,300,0,0,0,0,stephen.twelkemeier@coxautoinc.com,5,0
932,Manheim Chicago,Chicago,IL,12345,0,600,0,0,0,kristinaklp@gmail.com,5,0
933,Manheim Philadelphia,Philadelphia,US,12345,0,200,0,0,0,kristinaklp@gmail.com,5,0
934,100 JOHNSON STREET STATEN ISLAND NY 10309,Staten Island,NY,10309,0,300,0,0,0,STATEN ISLAND SUBLOT,1,0
935,Staten Island SUBLOT,Staten Island,100 JOHNSON STREET STATEN ISLAND NY 10309,10309,0,300,0,0,0,logisticstauto@gmail.com,1,0
936,Tulsa (OK),Tulsa,"5311 W. 46th St. Tulsa, OK 74107",74107,730,0,0,0,0,Mgr-Tulsa@iaai.com,4,0
937,Manheim New Jersey,NJ,NJ,12345,0,200,0,0,0,kristinaklp@gmail.com,5,0
938,Manheim Texas Hobby,Hobby,Texas,12345,550,0,0,0,0,kristinaklp@gmail.com,5,0
939,Manheim Pensacola,Pensacola,Pensacola,12345,350,0,0,0,0,kristinaklp@gmail.com,5,0
940,Manheim Willmington,Willmington,North Carolina,12345,360,0,0,0,0,kristinaklp@gmail.com,5,0
941,Vermillion,VERMILION,"North Ford Lot 8149 W. ERIE VERMILION, OH, 44089",44089,0,535,0,0,0,mgr-clevelandwest@iaai.com,2,0
942,Manheim Fort Lauderdale,Fort Lauderdale,Florida,12345,275,0,0,0,0,kristinaklp@gmail.com,5,0
943,"TRENTON, NJ Sublot Coplay",Coplay,3216 SAND SPRING ROAD COPLAY PA 18037,18037,0,285,0,0,0,jeri.priolo@copart.com,1,0
884,Dallas ft Worth TX,Dallas ft. worth,TX,75050,550,0,280,550,0,"",1,0
205,Fort Worth,HASLET,TX,76052,700,0,0,550,0,jeremy.hensley@copart.com,1,0
130,LAS VEGAS NV,LAS VEGAS,NV,89115,1300,1350,0,1250,0,luke.johnson@copart.com,1,335
944,Manheim Central Florida,Florida,Florida,12345,300,0,0,0,0,kristinaklp@gmail.com,5,0
945,Sample St Offsite,South Bend,IN,46619,0,585,0,0,0,kristinaklp@gmail.com,2,0
914,MANHEIM DALLAS,Dallas,TX,75236,550,0,0,450,0,rich.curtis@coxautoinc.com,5,0
946,COPART - HAM LAKE SUB LOT,Ham Lake,329 BUNKER LAKE BLVD HAM LAKE MN 55304,55304,0,795,0,0,0,kayla.teeselink@copart.com,1,0
947,Manheim Statesville,fl,fl,12345,250,0,0,0,0,kristinaklp@gmail.com,5,0
948,Manheim Minneapolis,us,us,12345,0,550,0,0,0,kristinaklp@gmail.com,5,0
949,"SC-COLUMBIA SUBLOT, 120 PINE PLAIN  GASTON SC 29053",GASTON,SC,29053,355,0,0,0,0,kristinaklp@gmail.com,1,0
882,MANHEIM ATLANTA,College park,GA,30349,300,0,0,375,0,doug.kramer@coxautoinc.com,5,0
951,Manheim Omaha,Omaha,NE,68138,750,850,0,0,0,lincoln.hansen@coxautoinc.com,5,0
895,San Antonio-South (TX ) branch,"11275 S ZARZAMORA ST SAN ANTONIO, TX, 78224",Texas,78224,750,0,320,550,0,Mgr-SanAntonioSouth@iaai.com,4,0
952,Manheim Milwaukee,ml,ml,12345,550,0,0,0,0,kristinaklp@gmail.com,5,0
953,Manheim Cleveland,cleveland,cleveland,1245,550,0,0,0,0,kristinaklp@gmail.com,5,0
954,Houston East,Houston,TX,12345,600,0,0,0,0,james.kawa@copart.com,3,0
955,North Charleston,Harleyville,SC,29448,325,550,0,0,0,gmyard197@copart.com,1,0
956,Manheim Charlotte,Concord,NC,28027,300,450,0,0,0,amanda.savage@coxautoinc.com,5,0
950,Manheim Baltimore-Washington,Baltimore,WA,12345,0,300,0,0,0,kristinaklp@gmail.com,5,0
957,White Plains Sublot,White Plains,4570 FOXTAIL PLACE White Plains MD 20695,20695,0,375,0,0,0,kristinaklp@gmail.com,3,0
958,Wayland MI,Wayland,MI,49348,0,5500,0,0,0,"",1,0
959,Wayland MI,WAYLAND,MI,49348,0,550,0,0,0,"",3,0
960,Manheim Metro NY,ny,NY,12345,0,275,0,0,0,kristinaklp@gmail.com,5,0
961,Manheim Oceanside,Oceanside,CA,33327,250,0,0,0,0,kristinaklp@gmail.com,5,0
1,DOTHAN 36352,NEWTON,AL,36352,415,0,0,560,0,crystal.watson@copart.com,1,0
241,CA - Adelanto,Adelanto,CA,92301,1440,0,0,1270,0,paola.ruedaflores@copart.com,1,275
101,MARTINEZ 94553,MARTINEZ,CA,94553,1550,1650,0,1450,0,kelly.steele@copart.com,1,395
88,PHOENIX (AZ) 85043,PHOENIX,AZ,85043,1100,0,0,1000,0,eduardo.quevedo@copart.com,1,330
223,SAN BERNARDINO (CA) 92324 (COLTON CA),COLTON,CA,92324,1550,1550,0,1450,0,lawrence.chen@copart.com,1,210
166,SO SACRAMENTO (CA) 95828,SACRAMENTO,CA,95828,1600,1650,0,1550,0,donald.hillyard@copart.com,1,390
126,VAN NUYS (CA) 91405,VAN NUYS,CA,91405,1350,1350,0,1300,0,luis.ramirez@copart.com,1,235
389,Portland West 97217,Portland,OR,97217,0,1440,1250,0,1050,"",2,650
962,Sacramento West CA,Sacramento,CA,95620,1650,1600,0,1450,0,"",2,390
963,San Martin Sublot,San Martin,CA,95046,1650,1650,0,1550,0,gmyard6@copart.com,1,395
